Participant ID,Testing Site,Gender,Age,Edu,Pulau,Job_Status,Job_Title,Tenure,Level,Frekuensi Bermain Game,Jenis Game 1 (Action_Adventure),Jenis Game 2 (RPG),Jenis Game 3 (Strategy_Simulation),Jenis Game 4 (Sports_Racing),Jenis Game 5 (Casual_Puzzle),Jenis Game 6 (Not Applicable_Do Not Play),Jenis_Game_n,BFP.O_4item,WC_All,C_Semantic_All,C_Semantic_14item,C_Likert_All,C_Likert_13item,C_S_JE,C_S_DS,C_S_AOL,C_L_JE,C_L_DS,C_L_AOL,main_success_rate,redo_success,total_success,sum_weighted_score,avg_weighted_score,n_skip_hint_under22_reverse,percent_redo_duration_failedround,avg_duration_failed_round,n_redo_failed_round,n_redo_failed_round_exclusive,main_n_skip,main_sum_duration,main_avg_duration,percent_success_hint_after22,humility_bottomlimit,total_n_hint,main_n_hint,redo_n_hint,humility_challenging,n_redo,n_easier,n_same,n_choose_Harder,n_hintsusedat_10,n_hintsusedat_20,n_hintsusedat_30,avg_hintsusedat,n_veryeasy,n_easy,n_normal,n_hard,success_main_r1,success_main_r2,success_main_r3,success_main_r4,success_main_r5,success_main_r6,success_main_r7,success_main_r8,success_main_r9,success_main_r10,mechanic_type_r1,mechanic_type_r2,mechanic_type_r3,mechanic_type_r4,mechanic_type_r5,mechanic_type_r6,mechanic_type_r7,mechanic_type_r8,mechanic_type_r9,mechanic_type_r10,skip_main_r1,skip_main_r2,skip_main_r3,skip_main_r4,skip_main_r5,skip_main_r6,skip_main_r7,skip_main_r8,skip_main_r9,skip_main_r10,difficulty_r1,difficulty_r2,difficulty_r3,difficulty_r4,difficulty_r5,difficulty_r6,difficulty_r7,difficulty_r8,difficulty_r9,difficulty_r10,duration_main_r1,duration_main_r2,duration_main_r3,duration_main_r4,duration_main_r5,duration_main_r6,duration_main_r7,duration_main_r8,duration_main_r9,duration_main_r10,hintuse_main_r1,hintuse_main_r2,hintuse_main_r3,hintuse_main_r4,hintuse_main_r5,hintuse_main_r6,hintuse_main_r7,hintuse_main_r8,hintuse_main_r9,hintuse_main_r10,hintuse_time_main_r1,hintuse_time_main_r2,hintuse_time_main_r3,hintuse_time_main_r4,hintuse_time_main_r5,hintuse_time_main_r6,hintuse_time_main_r7,hintuse_time_main_r8,hintuse_time_main_r9,hintuse_time_main_r10,star_main_r1,star_main_r2,star_main_r3,star_main_r4,star_main_r5,star_main_r6,star_main_r7,star_main_r8,star_main_r9,star_main_r10,roundfailed_percent_1,roundfailed_percent_2,roundfailed_percent_3,difficultychange_1,difficultychange_2,difficultychange_3,redo_n_r1,redo_n_r2,redo_n_r3,redo_n_r4,redo_n_r5,redo_n_r6,redo_n_r7,redo_n_r8,redo_n_r9,redo_n_r10,redo_total_duration,redo_avg_duration,redo_percent_duration
Industri_073,Remote,Laki-laki,25,S1/D4,Jawa,Pekerja,Rollingstock Maintenance Technician,2,Staf,Sering (3-4 kali dalam seminggu),1,1,0,0,0,0,2,5,5.1,5.38888888888889,5.42857142857143,4.625,5.1,4.4,5.666666667,5.833333333,4.6,4.666666667,4.6,60,6,12,48,3,40,34.5,,0,0,4,213.233333333333,21.3233333333333,0,66.6666666666667,3,2,1,0,6,0,2,33.3333333333333,1,1,0,10.1833333333333,0,6,4,0,0,1,0,1,1,1,1,0,0,1,1,2,3,1,2,3,1,2,3,1,1,0,1,0,0,0,0,1,1,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,26.6666666666667,39.85,17.2,16.7166666666667,12.6,16.65,44.2833333333333,14.0833333333333,14.5833333333333,10.6,0,0,0,1,0,1,0,0,0,0,,,,7.98333333333333,,12.3833333333333,,,,,0,2,0,1,3,1,2,0,0,3,0,0,0,Same,Harder,Same,1,1,0,1,0,0,1,2,0,0,85.4833333333333,14.2472222222222,56.9888888888889
Industri_074,Remote,Laki-laki,28,S1/D4,Luar Jawa,Pekerja,teknisi jalan rel,2,Staf,Sering (3-4 kali dalam seminggu),1,0,0,0,0,0,1,4,4.5,4.27777777777778,4.35714285714286,4.0625,4.5,3.2,4.333333333,5,4.4,4.333333333,3.4,90,6,15,51,2.83333333333333,40,0,,0,0,0,254.983333333333,25.4983333333333,30,33.3333333333333,12,10,2,0,8,1,0,66.6666666666667,5,0,4,15.21,0,3,4,3,1,1,1,1,1,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Normal,31.65,26.0166666666667,8.13333333333333,15.5333333333333,38.65,13.1333333333333,31.9833333333333,31,45,13.8833333333333,1,1,1,1,1,1,1,1,1,1,24.45,2.5,4.38333333333333,3.5,21.7666666666667,9.2,22.4333333333333,24.35,36.0333333333333,3.48333333333333,1,1,1,1,1,1,1,1,0,1,0,0,0,Harder,Harder,Easier,2,1,0,1,3,0,1,0,0,0,76.8333333333333,9.60416666666667,51.2222222222222
Industri_075,Remote,Laki-laki,27,D1/D2/D3,Jawa,Pekerja,Supervisor UPT Resor Jalan Rel 1.19 Sukabumi,3,Supervisor,Tidak Pernah,0,0,0,1,0,0,1,6,4.5,4.61111111111111,4.92857142857143,4.125,4.5,4,3.5,6,5,2.666666667,5,90,2,11,39.5,3.29166666666667,90,22.7,,0,0,0,220.45,22.045,20,0,4,3,1,33.3333333333333,2,0,1,66.6666666666667,0,1,2,22.3722222222222,0,6,3,1,1,1,1,1,1,1,1,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,24.6,30.3333333333333,20.85,7.03333333333333,11.5333333333333,11.1666666666667,9.88333333333333,45,28.9833333333333,31.0666666666667,1,0,0,0,0,0,0,0,1,1,16.45,,,,,,,,25.5333333333333,25.1333333333333,1,2,2,3,3,3,3,0,1,1,0,0,0,Same,Harder,Harder,1,0,0,0,0,0,0,1,0,0,40.8333333333333,20.4166666666667,27.2222222222222
Industri_076,Remote,Laki-laki,24,D1/D2/D3,Jawa,Pekerja,Staf,3,Staf,Sering (3-4 kali dalam seminggu),1,0,1,0,0,0,2,5.5,4.8,4.72222222222222,5.14285714285714,4.0625,4.8,4.2,4.166666667,5.5,3.8,4.666666667,3.6,90,4,13,53.5,3.82142857142857,100,7.85555555555556,,0,0,0,230.1,23.01,10,33.3333333333333,2,2,0,0,4,0,2,33.3333333333333,0,0,2,25.9916666666667,0,9,1,0,1,0,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Normal,39.2166666666667,45,38.1166666666667,10.0333333333333,31.5666666666667,6.98333333333333,8.36666666666667,14.8833333333333,3.76666666666667,32.1666666666667,1,1,0,0,0,0,0,0,0,0,25.3,26.6833333333333,,,,,,,,,1,0,2,3,2,3,3,3,3,2,0,0,0,Same,Same,Harder,1,1,0,0,1,0,0,0,0,1,42.6833333333333,10.6708333333333,28.4555555555556
Industri_077,Remote,Laki-laki,25,S1/D4,Jawa,Pekerja,Teknisi,3,Staf,Sering (3-4 kali dalam seminggu),1,0,0,1,1,0,3,5.5,5.3,5,5,4.1875,5.3,4.4,5.5,5,4.8,4.333333333,3.4,80,5,13,54.5,3.63333333333333,90,27.7222222222222,,0,0,0,210.233333333333,21.0233333333333,0,66.6666666666667,1,1,0,0,5,1,1,33.3333333333333,1,0,0,4.68333333333333,0,7,3,0,1,0,1,1,1,1,1,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,19.8833333333333,45,13.2666666666667,9.8,18.6833333333333,7.3,26.8166666666667,45,15.4166666666667,9.06666666666667,0,0,1,0,0,0,0,0,0,0,,,4.68333333333333,,,,,,,,2,0,1,3,2,3,2,0,2,3,0,0,0,Same,Harder,Easier,1,1,0,0,1,0,1,1,0,0,71.5666666666667,14.3133333333333,47.7111111111111
Industri_078,Remote,Laki-laki,27,S1/D4,Jawa,Pekerja,Pelaksana Maintenance Standard,3,Staf,Jarang (3-4 kali dalam sebulan),0,0,0,1,0,0,1,4.5,4.6,4.77777777777778,5,4.5,4.6,2.6,6,5.166666667,4,5,4.4,100,3,13,58.5,4.5,100,0,,0,0,0,164.783333333333,16.4783333333333,0,0,0,0,0,0,3,1,1,33.3333333333333,0,0,0,,0,7,3,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,14.2833333333333,34.9166666666667,8.41666666666667,7.7,12.5833333333333,3.56666666666667,24.5333333333333,27.0166666666667,16.9833333333333,14.7833333333333,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,2,3,3,3,3,2,2,2,3,0,0,0,Same,Harder,Easier,0,1,0,0,0,0,1,1,0,0,34.9333333333333,11.6444444444445,23.2888888888889
Industri_079,Remote,Laki-laki,26,D1/D2/D3,Jawa,Pekerja,Staff,2,Staf,Selalu (Setiap Hari),1,0,1,1,0,0,3,6,5.3,5.38888888888889,5.5,4.8125,5.3,5,5,6,5.4,4.333333333,4.8,80,,8,31,3.1,90,0,,0,0,1,220.766666666667,22.0766666666667,20,33.3333333333333,3,3,0,0,0,0,1,66.6666666666667,0,0,1,33.1611111111111,0,6,3,1,0,1,1,1,1,1,1,1,1,0,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,1,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,45,19.4333333333333,11.2833333333333,8.93333333333333,14.15,4.95,36.75,44.9666666666667,8.36666666666667,26.9333333333333,1,0,0,0,0,0,1,1,0,0,38.95,,,,,,29.95,30.5833333333333,,,0,2,3,3,3,3,1,1,3,0,0,0,0,Same,Harder,Harder,0,0,0,0,0,0,0,0,0,0,0,,0
Industri_080,Remote,Laki-laki,29,D1/D2/D3,Jawa,Pekerja,Pelaksana,2,Staf,Sering (3-4 kali dalam seminggu),0,0,0,1,0,0,1,5,5,4.66666666666667,4.85714285714286,4.875,5,3.8,4.833333333,5.166666667,5,4.833333333,4.8,60,0,6,25.5,2.31818181818182,100,86.2555555555556,,0,0,0,254.9,25.49,0,66.6666666666667,3,2,1,33.3333333333333,1,1,1,33.3333333333333,0,0,1,29.675,0,7,3,0,1,0,1,1,0,1,1,0,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,17.7333333333333,45,7.51666666666667,11.7166666666667,45,6.41666666666667,14.4,45,45,17.1166666666667,0,1,0,0,0,0,0,0,1,0,,28.4666666666667,,,,,,,30.8833333333333,,2,0,3,3,0,3,3,0,0,2,0,0,0,Same,Harder,Easier,0,1,0,0,0,0,0,0,0,0,129.383333333333,129.383333333333,86.2555555555556
Industri_081,Remote,Laki-laki,27,D1/D2/D3,Luar Jawa,Pekerja,"TEKNISI LOKOMOTIF, KRD DAN GENSET",2,Staf,Jarang (3-4 kali dalam sebulan),0,0,0,1,0,0,1,4.5,4.7,4.05555555555556,4.14285714285714,3.75,4.7,2.8,4.5,4.5,4.4,3.5,3.4,80,2,10,45,3.75,100,17.1555555555556,,0,0,0,158.266666666667,15.8266666666667,0,66.6666666666667,0,0,0,0,2,0,3,0,0,0,0,,0,10,0,0,1,0,1,1,0,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,11.3,45,8.31666666666667,7.68333333333333,45,3.8,9.81666666666667,15,4.25,8.1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,0,3,3,0,3,3,3,3,3,0,0,0,Same,Same,Same,0,1,0,0,1,0,0,0,0,0,25.7333333333333,12.8666666666667,17.1555555555556
Industri_082,Remote,Laki-laki,27,S1/D4,Jawa,Pekerja,Specialist of Learning Planning and Monitoring,2,Supervisor,Jarang (3-4 kali dalam sebulan),1,0,0,0,0,0,1,5.5,5.2,5.16666666666667,5.35714285714286,3.375,5.2,5.2,4.166666667,6,5.8,2.166666667,2.4,80,6,14,76,4.75,50,3.82222222222222,,0,0,0,284.5,28.45,20,0,8,8,0,66.6666666666667,6,0,0,100,2,2,3,17.91875,0,3,3,4,0,1,1,1,1,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Hard,45,32.2666666666667,23.2833333333333,21.25,25.9833333333333,18.5833333333333,29.6,34.9,45,8.63333333333333,1,1,1,0,1,1,1,1,1,0,20.2166666666667,4.3,12.1833333333333,,6.85,11.55,24.2166666666667,22.85,41.1833333333333,,0,1,1,2,1,1,1,1,0,3,0,0,0,Harder,Harder,Harder,1,1,0,1,1,0,1,1,0,0,50.15,8.35833333333333,33.4333333333333
Industri_083,Remote,Perempuan,28,S1/D4,Jawa,Pekerja,Pelaksana Perjalanan Kereta Api,4,Staf,Tidak Pernah,0,0,0,0,0,1,0,5.5,5.2,5.22222222222222,5.35714285714286,4.5625,5.2,3.6,5.666666667,6,4.8,4.666666667,4.2,100,,10,25.5,2.55,40,0,,0,0,0,167.033333333333,16.7033333333333,10,0,7,7,0,0,0,1,1,33.3333333333333,6,0,1,8.00476190476191,0,7,3,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,34.9833333333333,43.3166666666667,5.93333333333333,8.53333333333333,11.4666666666667,5.63333333333333,13.0333333333333,20.4666666666667,14.7166666666667,8.95,1,1,0,1,0,0,1,1,1,1,26.0666666666667,8.78333333333333,,2.41666666666667,,,1.98333333333333,5.2,9.43333333333333,2.15,1,1,3,1,3,3,1,1,1,1,0,0,0,Same,Harder,Easier,0,0,0,0,0,0,0,0,0,0,0,,0
Industri_084,Remote,Laki-laki,26,S1/D4,Luar Jawa,Pekerja,Staff/Pelaksana,4,Staf,Jarang (3-4 kali dalam sebulan),0,0,1,0,1,0,2,6,6,5.44444444444445,5.64285714285714,5.6875,6,6,4.333333333,6,6,5.166666667,6,100,6,16,83.5,5.21875,20,0,,0,0,0,216.533333333333,21.6533333333333,0,0,8,8,0,0,6,0,0,100,7,1,0,6.09583333333333,0,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Hard,39.9333333333333,28.75,9.35,21.25,24.75,16.5666666666667,10.5833333333333,21.2166666666667,16.6333333333333,27.5,1,1,1,1,1,1,0,0,1,1,7,2.56666666666667,1.61666666666667,4.16666666666667,3.18333333333333,7.06666666666667,,,6.78333333333333,16.3833333333333,1,1,1,1,1,1,3,2,1,1,0,0,0,Harder,Harder,Harder,1,1,0,1,1,0,0,1,0,1,63.7333333333333,10.6222222222222,42.4888888888889
Industri_085,Remote,Perempuan,25,S1/D4,Luar Jawa,Pekerja,Environmental Development,2,Staf,Tidak Pernah,0,0,0,0,0,1,0,5.5,5.8,5.61111111111111,5.5,5,5.8,5.6,5.166666667,6,5.6,4.166666667,5.4,40,4,8,33,2.0625,90,79.5222222222222,,0,0,1,305.816666666667,30.5816666666667,0,66.6666666666667,1,1,0,33.3333333333333,6,1,1,33.3333333333333,0,0,1,27.0166666666667,3,7,0,0,0,0,0,1,0,1,0,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,1,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Easy,Easy,Easy,Easy,45,45,45,12.2833333333333,45,7.55,28.1,61.9,8.98333333333333,7,0,1,0,0,0,0,0,0,0,0,,27.0166666666667,,,,,,,,,0,0,0,3,0,3,0,0,3,3,0,0,0,Easier,Harder,Same,1,1,0,0,2,0,1,1,0,0,119.283333333333,19.8805555555556,79.5222222222222
Industri_086,Remote,Laki-laki,28,D1/D2/D3,Jawa,Pekerja,PELAKSANA,2,Staf,Jarang (3-4 kali dalam sebulan),1,0,0,0,0,0,1,6,5.5,5.44444444444445,5.64285714285714,5.375,5.5,6,4.333333333,6,6,6,4,80,5,13,53.5,3.56666666666667,90,5.11111111111111,,0,0,1,251.2,25.12,10,33.3333333333333,1,1,0,0,5,0,2,33.3333333333333,0,0,0,35.8833333333333,0,9,1,0,0,1,0,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,1,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Normal,45,28.0166666666667,39.0333333333333,44.35,17.4666666666667,9.95,12.5166666666667,11.25,4.11666666666667,39.5,0,0,0,1,0,0,0,0,0,0,,,,35.8833333333333,,,,,,,0,2,0,1,2,3,3,3,3,2,0,0,0,Same,Same,Harder,1,1,0,1,1,0,0,0,0,1,58.0333333333333,11.6066666666667,38.6888888888889
Industri_087,Remote,Laki-laki,24,S1/D4,Jawa,Pekerja,Pelaksana,2,Staf,Jarang (3-4 kali dalam sebulan),1,0,0,1,0,0,2,4.75,5.1,6,6,5.5625,5.1,6,6,6,6,5.333333333,5.4,90,5,14,63.5,4.23333333333333,90,14.5888888888889,,0,0,0,202.666666666667,20.2666666666667,20,0,4,3,1,33.3333333333333,5,0,1,66.6666666666667,0,1,1,23.6944444444444,0,6,3,1,1,1,1,1,1,1,1,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,22.9166666666667,26.7333333333333,4.63333333333333,6.68333333333333,11.6,4.73333333333333,12.9,45,29.3166666666667,38.15,1,0,0,0,0,0,0,0,1,1,14.1166666666667,,,,,,,,25.9666666666667,31,1,2,3,3,3,3,3,0,1,1,0,0,0,Same,Harder,Harder,1,1,0,0,0,0,0,2,0,1,55.05,11.01,36.7
Industri_089,Remote,Laki-laki,25,D1/D2/D3,Jawa,Pekerja,Teknisi,3,Staf,Sering (3-4 kali dalam seminggu),0,0,1,0,1,0,2,5.5,5.2,5.16666666666667,5.28571428571429,5.1875,5.2,4.6,5.5,5.333333333,5.6,4.666666667,5.4,100,3,13,62,4.76923076923077,80,0,,0,0,0,160.566666666667,16.0566666666667,10,0,3,3,0,0,3,0,1,66.6666666666667,1,1,1,16.5,0,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,12.2833333333333,12,10.7,21.1,11.2166666666667,3.11666666666667,10.2333333333333,40.7166666666667,10.1333333333333,29.0666666666667,0,0,0,0,0,0,0,1,1,1,,,,,,,,25.5166666666667,5.8,18.1833333333333,3,3,3,2,3,3,3,1,1,1,0,0,0,Same,Harder,Harder,0,0,0,1,0,0,0,1,0,1,23.0666666666667,7.68888888888889,15.3777777777778
Industri_090,Remote,Perempuan,25,D1/D2/D3,Jawa,Pekerja,Teknisi Sub Unit Los UPT Depo Lokomotif Kelas A Purwokerto,2,Staf,Jarang (3-4 kali dalam sebulan),0,0,1,0,0,0,1,4.75,4.9,4.33333333333333,4.5,4.4375,4.9,3.2,4.5,5,4.4,4.5,4.4,100,,10,79.5,7.95,100,0,,0,0,0,69.9,6.99,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Hard,6.35,9.43333333333333,5.28333333333333,7.71666666666667,11.1833333333333,8.45,5.15,5.98333333333333,5.45,4.9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,0,0,0,Harder,Harder,Harder,0,0,0,0,0,0,0,0,0,0,0,,0
Industri_091,Remote,Laki-laki,25,S1/D4,Jawa,Pekerja,Petugas Langsir,1,Staf,Selalu (Setiap Hari),0,1,0,0,0,0,1,4.5,4.8,4.38888888888889,4.35714285714286,3.9375,4.8,4.4,4.5,4.166666667,4.4,3.166666667,4.4,90,7,16,56.5,3.32352941176471,50,3.2,,0,0,0,188.266666666667,18.8266666666667,10,33.3333333333333,8,7,1,0,7,0,2,33.3333333333333,5,0,1,13.0785714285714,0,6,4,0,0,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,45,33.35,9.4,6.45,15.0666666666667,3.36666666666667,11.7,43.4166666666667,11.4833333333333,9.03333333333333,1,1,1,0,0,0,1,1,1,1,43.4666666666667,7.6,4.75,,,,2.9,22.8666666666667,6.3,3.66666666666667,0,1,1,3,2,3,1,1,1,1,0,0,0,Same,Harder,Same,1,1,0,0,1,0,2,1,0,1,55.3833333333333,7.91190476190476,36.9222222222222
Industri_092,Remote,Laki-laki,28,S1/D4,Jawa,Pekerja,Staff Business Development,6,Staf,Sering (3-4 kali dalam seminggu),0,0,0,1,0,0,1,5,5,5.61111111111111,5.5,4.5625,5,5,5.666666667,6,5.2,3.666666667,5,90,22,31,283,8.84375,70,0,,0,0,0,230.85,23.085,20,33.3333333333333,6,6,0,0,22,0,1,66.6666666666667,0,3,3,19.9583333333333,0,3,3,4,1,1,1,1,1,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Hard,32.05,21.9166666666667,10.8333333333333,11.5,33.9166666666667,16.2333333333333,17.3666666666667,36.4333333333333,45,5.6,1,0,0,0,1,1,1,1,1,0,23.0333333333333,,,,15.1,11.0166666666667,12.4166666666667,29.5833333333333,28.6,,1,2,3,3,1,1,1,1,0,3,0,0,0,Harder,Harder,Same,0,0,0,1,0,0,0,0,0,21,108.766666666667,4.94393939393939,72.5111111111111
Industri_093,Remote,Laki-laki,24,S1/D4,Jawa,Pekerja,Staff Facility and Cleanliness Quality Assurance,0,Staf,Jarang (3-4 kali dalam sebulan),0,0,1,1,0,0,2,5.25,5.6,4.83333333333333,5,4.125,5.6,5,4.5,5,5,3.666666667,3.8,90,8,17,60,3.33333333333333,10,0,,0,0,1,150.083333333333,15.0083333333333,0,0,10,8,2,33.3333333333333,8,0,1,66.6666666666667,7,1,0,5.26041666666667,0,6,3,1,1,1,1,1,1,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,25.3833333333333,43.3666666666667,6.55,7.33333333333333,14.0166666666667,6.86666666666667,14.5333333333333,18.5666666666667,2.66666666666667,10.8,1,1,1,1,0,1,1,1,0,1,18.3166666666667,3.93333333333333,2.51666666666667,1.55,,2.71666666666667,2.93333333333333,4.05,,6.06666666666667,1,1,1,1,3,1,1,1,0,1,0,0,0,Same,Harder,Harder,1,1,0,1,0,0,2,1,0,2,78.7333333333333,9.84166666666667,52.4888888888889
Industri_094,Remote,Perempuan,25,S1/D4,Luar Jawa,Pekerja,Pelaksana IT Development Engineering,2,Staf,Jarang (3-4 kali dalam sebulan),0,0,0,0,1,0,1,4,4.4,4.27777777777778,4.64285714285714,4.25,4.4,2.8,4.166666667,5.333333333,4.2,4,4.6,90,5,14,38,2.53333333333333,60,8.66666666666667,,0,0,1,170.033333333333,17.0033333333333,0,33.3333333333333,5,4,1,0,5,1,2,0,1,2,1,14.8041666666667,7,3,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,40.05,34.7166666666667,22.3833333333333,8.25,31,5.63333333333333,6.53333333333333,12.0833333333333,3.61666666666667,5.76666666666667,1,0,1,0,1,0,0,1,0,0,18.9666666666667,,15.3333333333333,,21.9833333333333,,,2.93333333333333,,,0,2,1,3,1,3,3,1,3,3,0,0,0,Easier,Same,Same,2,1,0,0,1,0,0,1,0,0,67.75,13.55,45.1666666666667
Industri_095,Remote,Laki-laki,26,S1/D4,Jawa,Pekerja,PPKA,1,Staf,Sering (3-4 kali dalam seminggu),1,0,0,1,0,0,2,4.75,5.2,5.05555555555556,5.14285714285714,4,5.2,3.6,5.333333333,5.833333333,5.2,3.333333333,3.6,90,7,16,63,3.70588235294118,100,17.9,,0,0,0,330.05,33.005,30,0,3,3,0,33.3333333333333,7,0,2,33.3333333333333,0,0,0,36.6944444444445,0,3,7,0,0,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Normal,Normal,Normal,Normal,45,34.45,20.1666666666667,42.3,36.5833333333333,43.75,28.3333333333333,23.1333333333333,42.1166666666667,14.2166666666667,0,0,0,1,0,1,0,0,1,0,,,,32.0833333333333,,39.0833333333333,,,38.9166666666667,,0,2,2,1,2,1,2,2,1,3,0,0,0,Harder,Same,Same,1,1,0,1,1,0,2,1,0,0,90.8833333333333,12.9833333333333,60.5888888888889
Industri_096,Remote,Laki-laki,28,S1/D4,Luar Jawa,Pekerja,Staff Facility and Cleanliness on Station,5,Staf,Jarang (3-4 kali dalam sebulan),1,0,0,0,1,0,2,6,6,5.16666666666667,5.64285714285714,5.3125,6,5,4.333333333,6,6,4.5,5.6,100,3,13,53.5,4.11538461538462,70,0,,0,0,0,146.566666666667,14.6566666666667,0,0,3,3,0,0,3,0,2,33.3333333333333,0,3,0,16.1166666666667,0,6,4,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,26.2833333333333,24.7166666666667,3.83333333333333,5.8,10.35,2.83333333333333,6.38333333333333,35.9833333333333,23.25,7.13333333333333,1,0,0,0,0,0,0,1,1,0,16.4666666666667,,,,,,,17.4833333333333,14.4,,1,2,3,3,3,3,3,1,1,3,0,0,0,Same,Harder,Same,1,1,0,0,0,0,0,1,0,0,28.75,9.58333333333333,19.1666666666667
Industri_097,Remote,Laki-laki,25,D1/D2/D3,Jawa,Pekerja,Pelaksana,4,Staf,Jarang (3-4 kali dalam sebulan),0,0,0,1,0,0,1,4.5,4.8,4.5,4.57142857142857,4.1875,4.8,3.6,4.166666667,5.5,4.8,4,3.8,70,6,13,52.5,3.28125,90,24.4555555555556,,0,0,0,248.983333333333,24.8983333333333,10,66.6666666666667,4,3,1,0,6,1,1,33.3333333333333,1,0,0,25.1055555555556,0,7,3,0,0,0,1,1,1,1,1,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,45,45,12.85,10.95,18.1833333333333,4.91666666666667,17.3,45,42.0666666666667,7.71666666666667,1,0,0,0,0,0,1,0,1,0,34.75,,,,,,5.23333333333333,,35.3333333333333,,0,0,3,3,2,3,1,0,1,3,0,0,0,Same,Harder,Easier,1,1,0,0,1,0,1,2,0,0,71.6833333333333,11.9472222222222,47.7888888888889
